example_id,v3_tokens,v4_tokens,v3_judge_passed,v4_judge_passed,v3_human_passed,v4_human_passed
q01945,71,182,0,0,0,1
q01946,94,274,0,1,,
q01947,73,127,0,1,,
q01948,77,165,1,1,,
q01949,89,664,1,1,,
q01950,105,434,1,1,,
q01951,82,201,1,1,,
q01952,20,155,0,1,,
q01953,84,150,0,1,0,1
q01954,158,219,0,0,,
q01955,155,181,1,1,1,1
q01956,118,177,1,0,,
q01957,156,148,1,1,0,0
q01958,87,165,0,1,1,1
q01959,46,292,0,1,,
q01960,95,162,0,1,,
q01961,86,186,1,1,,
q01962,117,91,1,0,,
q01963,53,115,1,1,0,0
q01964,126,159,1,1,1,1
q01965,68,158,0,1,,
q01966,61,160,1,1,,
q01967,69,292,0,1,,
q01968,158,178,1,1,,
q01969,101,397,0,1,,
q01970,81,285,1,1,,
q01971,80,323,1,1,,
q01972,85,105,1,1,,
q01973,112,176,1,1,,
q01974,118,345,0,1,0,1
q01975,190,205,1,1,,
q01976,135,149,1,1,,
q01977,94,86,0,1,,
q01978,243,154,1,0,,
q01979,102,118,0,0,0,0
q01980,103,222,0,1,,
q01981,64,313,0,1,,
q01982,90,140,1,1,,
q01983,49,198,1,1,,
q01984,95,293,0,1,,
q01985,108,111,0,1,0,1
q01986,64,531,1,1,,
q01987,277,152,1,0,,
q01988,92,218,0,1,,
q01989,62,336,1,1,,
q01990,175,212,1,1,,
q01991,124,349,0,1,,
q01992,81,406,0,1,,
q01993,119,287,1,1,,
q01994,123,199,1,1,,
q01995,65,268,1,1,,
q01996,142,163,1,1,1,1
q01997,110,138,1,1,,
q01998,80,143,1,0,,
q01999,115,455,0,0,,
q02000,89,199,1,1,,
q02001,165,261,1,1,,
q02002,87,335,1,1,,
q02003,64,89,1,1,1,0
q02004,53,288,1,1,,
q02005,125,160,1,1,1,1
q02006,172,286,1,1,,
q02007,178,92,1,1,1,1
q02008,123,319,0,1,,
q02009,64,56,1,0,,
q02010,138,150,1,1,0,1
q02011,180,347,1,1,,
q02012,68,289,0,1,,
q02013,64,240,1,1,,
q02014,105,58,1,1,,
q02015,186,121,1,1,,
q02016,118,58,1,1,,
q02017,131,316,1,1,,
q02018,121,305,0,1,0,1
q02019,100,348,1,1,,
q02020,155,474,1,1,,
q02021,211,239,1,1,,
q02022,76,210,0,1,,
q02023,53,129,0,1,,
q02024,68,91,0,0,0,1
q02025,102,308,1,1,,
q02026,117,102,0,1,,
q02027,80,109,0,1,,
q02028,81,205,1,0,,
q02029,173,122,1,1,,
q02030,118,117,0,1,,
q02031,79,97,0,1,,
q02032,56,306,0,1,,
q02033,59,111,1,1,,
q02034,69,110,1,0,,
q02035,89,205,1,0,,
q02036,95,160,1,1,,
q02037,88,374,1,1,1,1
q02038,56,226,1,1,1,0
q02039,75,357,1,1,1,0
q02040,96,423,0,1,,
q02041,47,269,0,1,,
q02042,75,183,1,1,,
q02043,121,134,0,1,0,0
q02044,101,191,1,1,,
q02045,161,89,1,1,,
q02046,80,242,0,1,,
q02047,137,319,1,1,,
q02048,145,168,0,1,,
q02049,67,204,1,1,,
q02050,117,159,0,1,,
q02051,64,319,0,1,,
q02052,217,187,1,1,0,1
q02053,101,251,0,1,,
q02054,92,136,1,1,,
q02055,131,226,1,1,,
q02056,64,146,1,1,,
q02057,81,127,1,1,,
q02058,77,224,0,0,,
q02059,48,207,1,1,,
q02060,79,297,1,1,1,1
q02061,75,126,1,1,,
q02062,210,301,0,1,,
q02063,280,167,0,1,,
q02064,67,355,0,1,,
q02065,75,213,1,1,,
q02066,58,127,0,1,,
q02067,265,97,1,0,,
q02068,76,469,1,1,,
q02069,114,661,1,1,1,1
q02070,125,132,1,1,,
q02071,108,225,0,1,,
q02072,159,124,0,1,,
q02073,125,554,1,1,,
q02074,58,176,0,0,,
q02075,96,211,1,1,,
q02076,36,111,1,1,,
q02077,114,229,1,0,,
q02078,47,99,1,1,,
q02079,90,214,0,1,0,1
q02080,184,119,1,1,,
q02081,103,65,0,1,,
q02082,67,48,1,1,,
q02083,147,124,1,1,1,1
q02084,152,155,0,1,,
q02085,101,671,1,1,,
q02086,102,150,1,1,,
q02087,73,222,1,1,,
q02088,108,253,1,1,,
q02089,44,105,0,1,0,1
q02090,89,180,0,0,,
q02091,151,190,0,1,,
q02092,128,194,1,1,1,1
q02093,90,389,0,1,0,0
q02094,207,155,1,1,,
q02095,180,293,1,1,,
q02096,76,144,1,1,,
q02097,104,148,1,1,,
q02098,194,400,1,1,,
q02099,87,117,1,1,,
q02100,184,128,0,1,,
q02101,72,275,0,1,,
q02102,98,241,0,1,,
q02103,58,266,0,1,,
q02104,107,125,0,0,,
q02105,88,157,1,1,1,1
q02106,109,188,1,1,,
q02107,104,295,1,1,,
q02108,59,413,1,1,1,1
q02109,116,249,0,1,,
q02110,68,129,0,1,,
q02111,129,235,1,1,,
q02112,117,124,1,1,,
q02113,129,311,1,1,,
q02114,101,252,0,1,,
q02115,93,307,0,1,,
q02116,58,226,1,1,,
q02117,56,227,0,1,,
q02118,59,229,1,1,,
q02119,106,186,1,1,,
q02120,76,290,1,1,,
q02121,74,214,1,1,,
q02122,92,352,1,1,,
q02123,129,198,1,1,1,1
q02124,58,322,1,1,1,0
q02125,119,198,1,1,,
q02126,68,201,1,1,,
q02127,75,165,0,1,,
q02128,60,273,1,1,,
q02129,123,325,0,1,,
q02130,81,163,1,1,,
q02131,60,213,1,1,,
q02132,76,121,0,1,,
q02133,191,92,1,1,,
q02134,49,266,1,1,,
q02135,58,231,0,1,,
q02136,104,214,1,1,,
q02137,47,153,1,1,1,1
q02138,117,219,0,0,,
q02139,88,165,0,1,,
q02140,91,177,1,1,,
q02141,94,328,1,1,,
q02142,64,150,1,1,,
q02143,178,158,1,1,,
q02144,77,190,0,1,,
q02145,61,143,0,1,,
q02146,56,93,1,0,,
q02147,138,230,1,1,1,1
q02148,77,194,0,1,,
q02149,157,304,0,1,,
q02150,48,184,1,1,,
q02151,66,278,1,1,,
q02152,128,180,0,1,,
q02153,90,144,1,1,,
q02154,159,108,1,1,,
q02155,114,198,1,1,,
q02156,154,368,1,1,,
q02157,152,103,0,1,,
q02158,103,316,1,1,1,1
q02159,53,193,0,1,,
q02160,207,252,1,1,,
q02161,81,172,0,1,,
q02162,80,118,0,1,,
q02163,133,97,0,1,,
q02164,66,310,1,1,,
q02165,36,129,0,0,,
q02166,64,202,1,1,,
q02167,278,251,1,1,1,1
q02168,119,304,1,1,,
q02169,92,279,1,1,,
q02170,89,333,0,1,0,1
q02171,34,171,0,1,,
q02172,71,248,0,1,,
q02173,100,135,1,0,,
q02174,80,249,0,0,,
q02175,162,160,1,1,,
q02176,82,119,1,0,,
q02177,60,490,0,1,,
q02178,75,94,1,1,,
q02179,94,160,0,1,,
q02180,98,168,1,1,,
q02181,98,279,1,1,,
q02182,82,332,0,1,,
q02183,118,62,1,0,,
q02184,121,221,1,0,,
q02185,39,155,0,1,,
q02186,137,174,1,0,,
q02187,236,98,1,1,1,1
q02188,47,136,1,1,,
q02189,64,316,1,1,,
q02190,93,100,0,0,,
q02191,78,346,0,1,,
q02192,65,120,0,1,,
q02193,149,336,1,1,,
q02194,132,207,0,1,,
q02195,128,223,1,1,,
q02196,107,90,1,0,,
q02197,62,192,0,1,,
q02198,78,234,1,1,1,1
q02199,72,343,1,1,,
q02200,60,330,1,1,,
q02201,41,252,0,1,,
q02202,105,160,1,1,1,1
q02203,80,206,0,0,0,0
q02204,74,565,0,1,,
q02205,65,135,0,1,,
q02206,69,143,0,1,,
q02207,108,293,1,1,,
q02208,111,209,1,1,,
q02209,68,151,0,1,,
q02210,31,268,1,1,,
q02211,139,284,1,1,,
q02212,57,130,0,1,,
q02213,277,346,1,1,,
q02214,54,431,0,1,,
q02215,42,166,1,1,,
q02216,110,382,0,1,,
q02217,108,290,1,1,,
q02218,89,228,1,1,,
q02219,108,171,0,1,,
q02220,118,134,0,1,,
q02221,30,267,1,0,,
q02222,104,263,1,1,,
q02223,147,183,1,1,,
q02224,99,163,0,1,,
q02225,165,222,1,1,,
q02226,67,172,1,1,,
q02227,98,141,1,1,,
q02228,101,622,1,1,,
q02229,104,206,0,1,,
q02230,73,201,1,1,,
q02231,290,346,1,1,,
q02232,29,104,1,1,,
q02233,200,263,0,1,,
q02234,72,256,0,1,,
q02235,105,283,0,0,,
q02236,96,153,1,1,,
q02237,77,354,1,1,,
q02238,68,192,1,1,1,1
q02239,109,318,0,1,,
q02240,72,393,1,1,,
q02241,139,128,1,1,1,1
q02242,173,150,1,1,,
q02243,160,225,1,0,,
q02244,51,130,0,1,,
q02245,99,216,1,1,,
q02246,198,285,1,1,,
q02247,139,234,1,0,,
q02248,127,302,1,1,,
q02249,72,172,1,1,,
q02250,161,333,0,1,,
q02251,74,127,1,0,,
q02252,121,249,1,1,1,1
q02253,119,88,1,1,,
q02254,146,84,1,0,,
q02255,90,367,1,1,,
q02256,122,85,0,1,,
q02257,88,109,0,1,0,1
q02258,80,105,0,1,,
q02259,128,289,1,1,,
q02260,143,125,1,0,,
q02261,202,177,1,1,,
q02262,172,194,1,1,,
q02263,171,323,0,1,0,1
q02264,74,279,1,1,,
q02265,105,189,1,1,,
q02266,73,256,0,1,,
q02267,111,278,0,1,,
q02268,87,114,0,1,,
q02269,111,163,1,1,,
q02270,48,127,1,1,,
q02271,62,527,0,1,,
q02272,74,374,0,1,1,1
q02273,99,334,0,1,,
q02274,62,200,0,1,,
q02275,131,99,1,1,0,1
q02276,83,212,1,1,,
q02277,61,178,1,1,,
q02278,197,301,0,1,,
q02279,109,103,1,1,1,1
q02280,135,230,0,1,,
q02281,138,134,1,1,,
q02282,107,167,0,1,,
q02283,106,197,1,1,,
q02284,146,171,1,1,,
q02285,53,362,0,1,0,1
q02286,85,355,0,1,,
q02287,118,81,1,1,,
q02288,328,181,1,1,,
q02289,189,414,0,1,,
q02290,68,270,1,0,,
q02291,184,88,1,0,,
q02292,123,186,1,1,,
q02293,202,95,1,1,,
q02294,174,271,1,1,,
q02295,59,204,0,1,,
q02296,123,291,1,1,,
q02297,65,192,1,1,,
q02298,126,202,0,0,,
q02299,141,100,0,1,,
q02300,68,191,1,1,,
q02301,76,86,1,1,,
q02302,121,354,1,1,,
q02303,98,256,1,1,,
q02304,104,141,1,1,,
q02305,125,382,1,1,,
q02306,48,185,0,1,,
q02307,161,466,1,1,,
q02308,82,143,1,1,1,0
q02309,68,144,1,1,1,1
q02310,69,163,0,1,,
q02311,69,219,0,1,0,1
q02312,107,104,0,0,,
q02313,203,464,0,1,,
q02314,76,187,1,1,1,1
q02315,165,224,1,1,,
q02316,51,239,0,1,0,1
q02317,105,145,1,1,,
q02318,95,276,1,1,,
q02319,96,180,0,1,,
q02320,56,143,1,1,,
q02321,145,114,1,1,,
q02322,128,183,0,0,,
q02323,83,430,0,0,,
q02324,84,236,1,1,,
q02325,109,297,1,1,,
q02326,163,119,1,1,,
q02327,60,335,1,1,,
q02328,100,99,1,1,1,1
q02329,91,197,1,1,,
q02330,51,116,0,1,,
q02331,111,109,0,0,,
q02332,106,255,0,1,,
q02333,150,214,1,0,,
q02334,53,225,1,1,,
q02335,68,178,0,1,,
q02336,96,133,0,0,0,0
q02337,109,150,0,1,,
q02338,28,182,1,1,,
q02339,65,248,1,1,,
q02340,121,236,1,1,,
q02341,94,423,0,1,,
q02342,118,531,0,1,,
q02343,61,100,1,0,,
q02344,65,282,0,1,,
q02345,73,351,0,1,1,0
q02346,110,122,1,1,,
q02347,151,367,1,1,,
q02348,82,359,1,1,,
q02349,86,132,0,0,0,0
q02350,263,226,1,0,,
q02351,125,123,1,0,,
q02352,172,313,0,1,,
q02353,110,207,1,1,,
q02354,75,199,0,0,,
q02355,187,206,1,1,,
q02356,111,163,0,1,,
q02357,187,152,0,0,,
q02358,67,133,0,0,0,0
q02359,67,158,1,1,0,1
q02360,118,114,1,1,,
q02361,161,93,0,1,,
q02362,93,156,0,1,,
q02363,78,271,1,1,,
q02364,156,177,0,0,,
q02365,76,199,0,0,,
q02366,92,86,1,1,,
q02367,191,174,1,1,,
q02368,97,341,1,1,,
q02369,104,239,0,1,,
q02370,46,297,0,1,,
q02371,80,171,1,1,,
q02372,193,256,1,1,,
q02373,169,244,0,0,,
q02374,79,113,0,1,,
q02375,90,182,0,1,,
q02376,117,297,0,1,,
q02377,132,408,1,1,,
q02378,54,455,1,1,,
q02379,107,158,0,1,,
q02380,110,184,0,1,,
q02381,112,345,1,1,1,1
q02382,151,148,1,1,,
q02383,62,91,0,0,,
q02384,94,159,0,0,,
q02385,144,151,1,1,,
q02386,82,139,1,1,,
q02387,59,207,1,1,0,1
q02388,47,157,0,1,,
q02389,80,101,1,1,,
q02390,180,271,1,1,,
q02391,136,188,1,1,,
q02392,50,386,1,1,,
q02393,209,332,1,1,,
q02394,146,390,1,1,,
q02395,119,205,1,1,,
q02396,150,224,0,1,,
q02397,132,176,1,0,,
q02398,120,302,1,1,1,0
q02399,84,247,0,1,,
q02400,142,164,1,0,,
q02401,87,136,1,1,,
q02402,109,80,0,0,,
q02403,127,129,1,1,,
q02404,128,354,1,1,,
q02405,186,251,1,1,,
q02406,107,140,1,1,1,1
q02407,83,136,0,0,,
q02408,46,255,0,1,,
q02409,60,483,1,1,,
q02410,66,374,0,1,,
q02411,88,255,0,1,,
q02412,137,278,1,1,,
q02413,62,149,1,1,,
q02414,144,136,1,1,,
q02415,63,176,0,0,,
q02416,96,134,1,1,,
q02417,125,231,1,1,,
q02418,54,202,1,1,,
q02419,38,500,0,1,,
q02420,154,108,1,0,,
q02421,64,204,1,1,,
q02422,146,117,1,1,,
q02423,58,126,0,1,,
q02424,90,191,1,1,,
q02425,99,71,1,0,,
q02426,80,181,1,1,,
q02427,79,232,1,1,,
q02428,130,159,1,0,1,0
q02429,121,73,0,0,,
q02430,240,95,0,1,0,1
q02431,101,153,1,1,,
q02432,75,128,0,1,,
q02433,160,361,1,1,,
q02434,165,100,0,1,,
q02435,110,292,0,1,,
q02436,111,570,0,1,,
q02437,79,189,1,1,,
q02438,115,443,0,1,,
q02439,55,80,0,1,,
q02440,32,187,1,1,,
q02441,106,280,1,1,,
q02442,97,142,1,1,1,1
q02443,145,296,0,1,,
q02444,148,208,1,1,1,0
q02445,49,96,1,1,,
q02446,121,194,0,1,,
q02447,83,304,1,1,,
q02448,94,166,1,1,,
q02449,85,356,1,1,,
q02450,104,158,1,1,0,0
q02451,201,220,0,1,,
q02452,184,173,1,0,,
q02453,75,220,0,1,,
q02454,114,225,0,1,,
q02455,94,237,1,1,,
q02456,96,112,1,1,,
q02457,145,272,1,1,,
q02458,137,86,1,1,,
q02459,49,747,1,1,,
q02460,89,173,0,1,,
q02461,187,151,1,1,,
q02462,121,141,1,1,,
q02463,71,169,1,1,,
q02464,49,146,1,1,,
q02465,192,419,1,1,,
q02466,88,639,1,0,,
q02467,139,124,0,0,,
q02468,100,362,1,1,,
q02469,181,190,1,1,,
q02470,126,160,1,1,,
q02471,60,161,0,1,,
q02472,105,141,1,1,1,1
q02473,93,146,0,1,,
q02474,171,310,1,1,,
q02475,170,173,1,1,,
q02476,94,187,0,1,0,1
q02477,189,131,0,1,,
q02478,170,113,0,1,,
q02479,131,359,1,1,,
q02480,96,251,1,1,,
q02481,139,378,1,1,,
q02482,111,111,0,0,,
q02483,89,205,1,1,,
q02484,63,162,1,1,,
q02485,86,233,1,1,1,1
q02486,169,325,1,1,1,1
q02487,93,429,1,1,,
q02488,44,197,0,1,,
q02489,63,284,1,1,,
q02490,76,273,0,1,,
q02491,109,223,1,0,1,0
q02492,60,226,1,1,,
q02493,180,475,1,1,,
q02494,118,160,1,0,1,0
q02495,77,71,1,0,,
q02496,74,119,0,0,,
q02497,83,259,0,1,,
q02498,117,222,0,1,,
q02499,97,261,1,1,1,1
q02500,117,99,0,1,,
q02501,165,97,1,1,,
q02502,75,176,0,0,,
q02503,68,218,0,0,,
q02504,44,171,1,1,,
q02505,87,196,1,1,,
q02506,152,234,1,0,,
q02507,196,206,1,1,,
q02508,112,300,1,1,,
q02509,143,172,1,1,1,1
q02510,57,288,1,1,,
q02511,41,153,1,1,,
q02512,97,311,0,1,,
q02513,64,159,1,1,,
q02514,154,90,0,0,,
q02515,97,102,0,1,,
q02516,76,540,1,1,,
q02517,96,307,1,1,1,0
q02518,101,162,1,1,,
q02519,113,304,1,1,,
q02520,115,197,0,1,,
q02521,62,381,0,1,,
q02522,63,389,1,1,,
q02523,134,89,0,1,,
q02524,58,237,1,1,,
q02525,87,182,1,1,,
q02526,118,538,0,1,,
q02527,134,89,1,1,,
q02528,56,189,1,0,,
q02529,79,377,1,1,,
q02530,86,146,0,1,,
q02531,47,199,1,1,,
q02532,160,254,0,1,0,0
q02533,206,242,0,1,,
q02534,137,309,1,1,,
q02535,33,125,0,1,,
q02536,115,248,1,1,,
q02537,60,176,0,0,,
q02538,119,320,1,1,,
q02539,93,251,1,1,,
q02540,158,272,1,1,,
q02541,79,399,0,1,0,0
q02542,41,131,1,1,,
q02543,146,273,1,1,1,0
q02544,88,123,1,1,,
q02545,83,156,1,1,,
q02546,185,419,1,1,1,1
q02547,106,199,1,1,,
q02548,198,200,1,1,,
q02549,73,75,1,1,,
q02550,77,410,1,0,,
q02551,52,331,1,1,,
q02552,93,396,1,1,,
q02553,99,216,1,1,,
q02554,121,321,0,1,,
q02555,98,189,0,1,,
q02556,107,163,1,1,,
q02557,96,133,1,0,,
q02558,151,152,1,1,1,1
q02559,59,254,0,1,,
q02560,109,109,0,0,0,0
q02561,110,162,1,1,,
q02562,70,56,1,1,0,1
q02563,190,253,1,1,,
q02564,42,529,1,1,0,1
q02565,128,187,0,1,,
q02566,103,223,0,0,,
q02567,171,153,0,1,,
q02568,121,200,1,1,,
q02569,125,256,1,1,,
q02570,81,305,0,1,,
q02571,145,376,1,1,,
q02572,62,376,1,1,,
q02573,108,170,0,1,,
q02574,97,259,1,1,,
q02575,99,159,1,1,,
q02576,236,289,0,1,0,1
q02577,142,85,1,1,,
q02578,67,369,1,1,,
q02579,151,328,1,1,,
q02580,56,155,1,1,0,1
q02581,53,326,1,1,,
q02582,203,85,1,1,,
q02583,62,201,1,1,,
q02584,95,186,0,1,,
q02585,97,237,1,1,,
q02586,105,217,1,1,,
q02587,112,305,1,1,,
q02588,79,92,0,1,,
q02589,150,222,1,1,,
q02590,40,599,0,1,,
q02591,115,304,1,1,,
q02592,126,198,1,1,,
q02593,78,142,1,1,,
q02594,128,183,1,1,,
q02595,108,127,1,1,,
q02596,88,257,1,1,,
q02597,65,250,1,1,,
q02598,121,239,1,1,,
q02599,147,94,1,1,,
q02600,106,98,0,1,,
q02601,177,165,1,1,,
q02602,181,137,0,1,,
q02603,110,179,1,0,,
q02604,134,151,1,1,,
q02605,68,254,1,1,,
q02606,57,113,0,0,,
q02607,80,200,1,1,,
q02608,36,419,1,1,,
q02609,88,235,0,1,0,0
q02610,334,426,1,1,,
q02611,73,143,1,1,,
q02612,126,157,1,1,,
q02613,96,323,0,1,,
q02614,69,245,0,1,,
q02615,77,194,1,1,,
q02616,125,269,1,1,,
q02617,34,136,1,1,,
q02618,73,219,0,1,,
q02619,134,164,1,1,,
q02620,100,84,1,1,,
q02621,73,141,1,1,,
q02622,99,194,1,1,,
q02623,94,153,1,1,,
q02624,100,206,1,1,,
q02625,114,131,0,1,0,1
q02626,165,171,0,0,0,0
q02627,143,344,1,1,,
q02628,53,136,1,1,,
q02629,111,175,1,1,,
q02630,151,215,1,1,,
q02631,157,305,1,1,,
q02632,110,158,0,1,,
q02633,65,116,1,1,,
q02634,297,357,1,1,,
q02635,78,151,0,1,,
q02636,50,285,1,1,,
q02637,72,235,1,0,,
q02638,129,105,1,1,,
q02639,79,325,1,1,,
q02640,133,297,0,1,,
q02641,198,394,1,1,,
q02642,141,214,1,1,0,1
q02643,64,173,0,0,,
q02644,92,337,0,1,,
q02645,117,174,1,1,,
q02646,82,108,1,1,,
q02647,118,191,0,1,,
q02648,105,194,0,1,0,1
q02649,111,79,1,1,,
q02650,126,148,1,1,,
q02651,108,367,1,1,,
q02652,139,335,1,1,,
q02653,96,240,1,1,,
q02654,56,122,0,1,,
q02655,135,94,1,1,,
q02656,68,357,0,1,1,1
q02657,79,224,1,1,,
q02658,141,373,1,1,,
q02659,99,124,1,1,,
q02660,115,206,1,1,1,1
q02661,129,124,0,1,,
q02662,54,193,1,1,,
q02663,55,319,1,1,,
q02664,69,316,0,1,1,1
q02665,85,107,1,1,,
q02666,139,221,1,1,,
q02667,32,136,1,1,1,1
q02668,65,402,1,1,,
q02669,72,106,0,0,,
q02670,100,109,1,0,,
q02671,108,324,1,1,,
q02672,99,300,1,1,,
q02673,118,106,1,1,1,1
q02674,102,522,0,1,,
q02675,110,349,0,0,0,0
q02676,65,255,1,1,,
q02677,208,184,1,1,,
q02678,88,143,0,1,,
q02679,102,357,1,1,,
q02680,88,256,1,1,,
q02681,98,199,1,1,,
q02682,95,165,1,1,,
q02683,63,377,1,1,1,1
q02684,58,420,1,1,,
q02685,69,226,1,1,,
q02686,68,256,1,1,,
q02687,43,192,0,1,,
q02688,131,100,1,1,1,1
q02689,71,180,0,1,,
q02690,112,273,1,1,,
q02691,108,189,1,1,,
q02692,67,328,0,1,,
q02693,87,180,1,1,,
q02694,92,163,1,1,,
q02695,80,123,1,1,,
q02696,120,374,0,1,,
q02697,87,135,0,0,,
q02698,43,432,0,1,0,1
q02699,76,419,1,1,,
q02700,69,363,1,1,1,1
q02701,47,257,0,1,1,0
q02702,87,133,1,1,,
q02703,190,132,1,1,,
q02704,256,284,1,1,,
q02705,81,86,1,0,,
q02706,58,128,1,0,,
q02707,109,128,1,1,,
q02708,58,232,0,1,,
q02709,87,239,1,1,,
q02710,85,187,1,0,,
q02711,204,510,1,1,,
q02712,150,105,1,1,,
q02713,89,260,1,1,,
q02714,58,122,1,1,,
q02715,103,141,1,0,,
q02716,148,228,1,1,,
q02717,118,135,1,1,,
q02718,206,223,0,0,0,0
q02719,144,142,1,0,,
q02720,76,370,0,1,,
q02721,44,293,1,1,,
q02722,136,133,1,0,,
q02723,175,394,1,1,1,1
q02724,41,132,0,1,0,1
q02725,143,227,1,1,,
q02726,83,168,1,0,1,0
q02727,108,92,1,0,0,0
q02728,110,408,1,1,,
q02729,84,92,1,1,,
q02730,78,254,0,1,,
q02731,142,145,1,0,1,1
q02732,55,194,1,1,,
q02733,139,263,1,1,,
q02734,139,181,0,1,0,1
q02735,214,308,1,1,,
q02736,76,242,0,1,,
q02737,107,94,1,1,,
q02738,130,126,1,1,1,1
q02739,156,179,1,1,,
q02740,167,398,1,0,,
q02741,118,249,0,1,,
q02742,65,231,0,1,,
q02743,162,127,1,1,,
q02744,70,354,1,0,,
q02745,110,428,1,1,,
q02746,77,268,1,1,,
q02747,78,304,1,1,,
q02748,98,157,1,1,,
q02749,48,176,1,0,,
q02750,89,89,1,1,,
q02751,57,130,0,1,,
q02752,93,110,0,1,,
q02753,87,157,1,1,,
q02754,64,224,1,0,,
q02755,107,173,1,0,,
q02756,97,136,0,1,,
q02757,160,313,0,1,,
q02758,69,323,0,1,,
q02759,68,116,0,1,,
q02760,185,196,1,1,,
q02761,142,645,0,1,0,0
q02762,63,248,1,1,,
q02763,118,229,1,0,,
q02764,154,111,1,1,,
q02765,33,206,1,1,,
q02766,155,448,1,1,,
q02767,89,157,1,1,,
q02768,50,100,0,1,,
q02769,118,273,1,1,,
q02770,93,348,1,1,,
q02771,56,234,1,1,,
q02772,74,186,0,0,,
q02773,220,231,1,1,,
q02774,42,102,1,0,,
q02775,107,167,1,1,,
q02776,102,191,1,1,,
q02777,112,114,1,1,,
q02778,47,394,1,1,,
q02779,68,124,0,1,,
q02780,155,176,1,1,1,1
q02781,81,165,1,1,,
q02782,103,268,1,1,,
q02783,146,187,1,1,,
q02784,237,338,1,1,,
q02785,135,82,1,0,,
q02786,59,136,0,0,,
q02787,149,194,0,1,,
q02788,104,201,1,1,,
q02789,214,124,0,1,0,1
q02790,103,259,1,1,,
q02791,112,162,0,0,,
q02792,64,148,1,1,,
q02793,106,177,1,1,,
q02794,48,104,1,1,,
q02795,50,161,1,0,,
q02796,43,290,1,1,,
q02797,35,503,1,1,,
q02798,167,106,0,1,,
q02799,124,292,1,1,,
q02800,103,187,0,1,,
q02801,76,189,0,0,0,1
q02802,126,117,1,1,,
q02803,72,171,0,1,,
q02804,117,130,1,1,,
q02805,194,181,1,1,,
q02806,97,91,1,0,,
q02807,183,266,1,1,,
q02808,134,186,1,1,1,1
q02809,81,164,0,0,0,0
q02810,93,185,1,0,,
q02811,97,340,0,1,,
q02812,90,208,0,1,,
q02813,126,488,1,1,,
q02814,75,287,1,1,,
q02815,79,371,0,1,,
q02816,177,201,1,1,,
q02817,74,149,1,1,0,1
q02818,214,253,1,1,,
q02819,145,352,1,1,,
q02820,131,98,1,1,1,1
q02821,44,154,0,0,,
q02822,86,201,1,1,,
q02823,49,443,0,1,,
q02824,80,581,0,1,,
q02825,216,277,1,1,,
q02826,249,194,1,1,,
q02827,100,200,1,1,,
q02828,92,132,1,1,1,1
q02829,110,189,1,1,,
q02830,129,108,0,0,,
q02831,66,232,0,1,,
q02832,182,288,1,1,,
q02833,133,273,1,1,,
q02834,40,161,0,1,,
q02835,135,270,0,1,1,1
q02836,34,311,0,1,,
q02837,86,263,0,1,0,0
q02838,91,256,0,1,,
q02839,70,179,0,1,,
q02840,138,297,1,1,,
q02841,104,178,1,1,,
q02842,64,187,1,0,,
q02843,89,108,1,0,,
q02844,150,130,0,1,1,1
q02845,96,200,1,1,,
q02846,45,203,1,1,1,0
q02847,54,177,1,1,,
q02848,74,189,1,1,,
q02849,64,220,0,1,0,0
q02850,145,297,1,1,1,1
q02851,124,239,1,1,,
q02852,174,136,0,0,,
q02853,68,116,1,1,,
q02854,131,121,0,0,,
q02855,155,186,1,1,,
q02856,77,217,1,1,,
q02857,44,146,0,1,,
q02858,50,335,1,1,,
q02859,112,259,0,1,,
q02860,171,144,0,1,,
q02861,130,151,1,1,,
q02862,128,189,0,1,,
q02863,112,331,0,1,0,1
q02864,33,160,0,1,,
q02865,151,319,0,1,0,1
q02866,109,284,1,1,1,1
q02867,92,248,0,1,,
q02868,104,201,1,1,,
q02869,99,109,1,1,0,1
q02870,139,310,1,1,,
q02871,154,148,0,0,,
q02872,91,130,1,0,,
q02873,106,156,1,1,,
q02874,118,212,1,1,,
q02875,91,143,1,1,,
q02876,228,322,1,1,,
q02877,69,451,1,1,,
q02878,156,164,1,1,,
q02879,241,289,1,1,,
q02880,67,84,0,1,,
q02881,88,80,0,1,,
q02882,88,190,1,1,,
q02883,83,176,0,1,,
q02884,126,268,1,1,,
q02885,58,181,1,0,,
q02886,135,146,0,1,,
q02887,267,374,1,1,0,1
q02888,87,433,1,1,,
q02889,201,334,1,1,,
q02890,109,215,0,1,,
q02891,54,133,1,1,,
q02892,88,297,1,1,,
q02893,144,531,0,1,,
q02894,160,194,1,1,,
q02895,77,229,1,1,,
q02896,193,233,1,0,,
q02897,115,245,0,1,0,1
q02898,57,114,0,1,,
q02899,111,118,0,1,0,1
q02900,47,87,1,1,1,1
q02901,103,145,0,1,,
q02902,42,274,0,1,,
q02903,61,216,0,1,0,1
q02904,114,241,1,1,,
q02905,91,153,1,1,,
q02906,101,81,1,1,,
q02907,164,241,1,1,,
q02908,154,412,1,1,,
q02909,103,201,1,0,,
q02910,52,87,1,1,,
q02911,41,348,1,1,,
q02912,102,389,1,1,,
q02913,85,183,1,1,,
q02914,103,212,0,1,0,1
q02915,43,1016,0,1,,
q02916,246,274,1,0,,
q02917,98,254,0,1,0,1
q02918,111,349,0,1,,
q02919,104,129,1,1,,
q02920,88,200,1,1,,
