example_id,segment,v3_judge_passed,v4_judge_passed,v3_human_passed,v4_human_passed
q02079,billing,0,1,0,1
q02080,account,0,0,,
q02081,technical,0,1,0,0
q02082,billing,0,1,,
q02083,billing,1,1,,
q02084,account,1,0,1,0
q02085,account,0,0,0,0
q02086,billing,1,1,,
q02087,account,1,1,,
q02088,billing,1,1,,
q02089,billing,1,1,0,1
q02090,billing,0,1,,
q02091,technical,1,1,,
q02092,account,1,1,,
q02093,technical,0,1,,
q02094,billing,1,1,1,1
q02095,billing,0,1,0,1
q02096,billing,1,1,1,1
q02097,account,1,0,,
q02098,billing,1,1,,
q02099,technical,1,1,,
q02100,billing,1,1,0,1
q02101,account,1,1,1,1
q02102,technical,1,1,1,0
q02103,billing,1,1,1,1
q02104,billing,1,1,0,1
q02105,billing,0,1,,
q02106,technical,1,1,1,0
q02107,account,1,1,,
q02108,account,1,1,1,1
q02109,technical,1,1,1,1
q02110,billing,1,1,,
q02111,billing,1,1,1,1
q02112,account,1,1,,
q02113,billing,1,1,,
q02114,technical,0,0,,
q02115,account,0,0,0,1
q02116,technical,1,1,,
q02117,technical,1,0,,
q02118,billing,1,1,1,1
q02119,account,0,0,,
q02120,account,1,1,1,1
q02121,account,0,1,,
q02122,account,1,1,,
q02123,billing,1,1,1,0
q02124,account,1,1,,
q02125,technical,0,1,0,1
q02126,technical,0,1,,
q02127,technical,1,1,,
q02128,billing,0,1,,
q02129,account,0,0,,
q02130,account,1,0,,
q02131,billing,0,1,,
q02132,account,0,1,0,1
q02133,billing,0,1,,
q02134,account,1,1,,
q02135,billing,0,1,,
q02136,billing,1,1,,
q02137,technical,1,1,1,1
q02138,account,1,1,,
q02139,account,1,1,,
q02140,billing,1,1,,
q02141,technical,1,1,1,1
q02142,account,1,1,1,1
q02143,billing,1,1,1,1
q02144,billing,1,1,1,1
q02145,billing,0,1,0,1
q02146,account,0,1,1,1
q02147,billing,1,1,1,1
q02148,technical,1,1,,
q02149,billing,0,1,,
q02150,billing,1,1,1,1
q02151,technical,1,1,1,1
q02152,billing,1,1,,
q02153,account,1,1,,
q02154,account,0,1,0,1
q02155,billing,1,1,1,1
q02156,account,0,1,0,1
q02157,account,1,0,,
q02158,billing,1,1,,
q02159,account,0,1,1,1
q02160,account,0,1,,
q02161,account,1,1,1,1
q02162,technical,1,0,,
q02163,billing,0,1,,
q02164,account,1,0,,
q02165,technical,1,1,,
q02166,technical,1,1,,
q02167,technical,1,1,,
q02168,account,1,0,1,0
q02169,technical,0,1,,
q02170,account,0,1,,
q02171,billing,1,1,,
q02172,technical,1,1,,
q02173,billing,1,1,,
q02174,account,1,1,,
q02175,billing,1,1,,
q02176,billing,1,1,,
q02177,technical,1,1,,
q02178,billing,0,1,,
q02179,account,1,1,1,1
q02180,billing,0,0,,
q02181,account,1,1,,
q02182,technical,1,1,1,1
q02183,technical,0,1,0,0
q02184,account,0,0,,
q02185,billing,1,1,,
q02186,billing,1,1,,
q02187,billing,1,1,1,1
q02188,account,1,1,1,1
q02189,billing,0,1,,
q02190,billing,1,0,1,1
q02191,account,0,0,,
q02192,account,1,1,,
q02193,technical,1,1,,
q02194,technical,0,1,,
q02195,technical,1,1,0,0
q02196,billing,1,1,,
q02197,billing,1,1,,
q02198,technical,1,1,1,1
q02199,technical,1,1,,
q02200,account,0,1,,
q02201,technical,1,0,,
q02202,billing,0,1,,
q02203,account,1,0,,
q02204,billing,0,1,,
q02205,account,1,0,1,0
q02206,billing,1,1,1,1
q02207,account,1,1,1,1
q02208,billing,1,1,,
q02209,technical,1,1,,
q02210,billing,1,0,,
q02211,billing,1,1,,
q02212,account,1,0,0,0
q02213,technical,1,1,,
q02214,technical,1,1,,
q02215,account,0,1,,
q02216,account,1,0,,
q02217,billing,1,1,1,1
q02218,billing,0,1,,
q02219,billing,1,1,1,1
q02220,technical,0,1,,
q02221,account,1,0,,
q02222,account,1,1,1,1
q02223,account,1,0,,
q02224,billing,0,0,,
q02225,account,0,1,1,1
q02226,technical,1,1,,
q02227,billing,1,1,,
q02228,billing,1,1,1,1
q02229,account,1,1,1,1
q02230,account,1,1,,
q02231,account,1,1,,
q02232,technical,1,1,,
q02233,account,0,1,,
q02234,technical,1,0,1,0
q02235,account,0,1,,
q02236,billing,1,1,1,1
q02237,billing,1,1,0,1
q02238,billing,0,1,0,0
q02239,billing,1,1,1,1
q02240,billing,1,0,,
q02241,billing,0,0,,
q02242,account,1,1,0,0
q02243,technical,1,1,,
q02244,billing,1,1,,
q02245,account,1,1,,
q02246,billing,1,0,1,1
q02247,technical,1,1,,
q02248,billing,1,0,,
q02249,billing,1,0,,
q02250,technical,0,1,,
q02251,account,1,0,,
q02252,billing,1,1,1,1
q02253,billing,1,0,,
q02254,technical,1,1,1,0
q02255,technical,1,0,,
q02256,billing,1,1,0,1
q02257,account,0,1,,
q02258,billing,0,0,0,0
q02259,billing,0,0,,
q02260,account,1,1,,
q02261,technical,1,1,,
q02262,account,0,1,0,1
q02263,technical,1,1,1,0
q02264,billing,1,1,,
q02265,technical,1,1,1,1
q02266,account,1,0,0,0
q02267,technical,1,1,0,1
q02268,billing,0,1,,
q02269,account,1,0,,
q02270,account,1,1,,
q02271,account,0,0,,
q02272,technical,1,1,,
q02273,billing,1,1,,
q02274,billing,1,1,1,1
q02275,account,0,1,,
q02276,account,1,1,1,1
q02277,technical,0,1,,
q02278,account,1,1,,
q02279,account,1,0,,
q02280,billing,1,1,1,1
q02281,billing,1,1,,
q02282,account,1,1,,
q02283,billing,1,1,1,1
q02284,account,1,1,,
q02285,account,0,0,,
q02286,billing,0,1,,
q02287,billing,1,1,,
q02288,billing,0,1,,
q02289,technical,0,1,0,1
q02290,technical,1,1,1,1
q02291,technical,1,1,,
q02292,account,1,1,1,1
q02293,technical,1,1,1,1
q02294,account,0,1,,
q02295,technical,1,1,,
q02296,billing,1,1,,
q02297,billing,0,0,,
q02298,account,0,1,0,1
q02299,account,1,1,,
q02300,billing,1,1,,
q02301,technical,1,0,1,0
q02302,billing,0,0,,
q02303,technical,0,1,0,1
q02304,technical,1,1,,
q02305,account,1,1,,
q02306,technical,0,0,0,0
q02307,account,1,1,,
q02308,billing,1,1,,
q02309,billing,1,0,,
q02310,technical,1,1,,
q02311,account,1,0,,
q02312,billing,1,1,,
q02313,technical,1,1,,
q02314,billing,0,0,,
q02315,billing,1,0,,
q02316,billing,1,1,,
q02317,billing,0,1,1,1
q02318,account,1,0,,
q02319,billing,1,1,,
q02320,account,1,1,,
q02321,technical,1,1,,
q02322,technical,0,1,,
q02323,billing,1,1,1,1
q02324,account,1,1,,
q02325,account,1,0,,
q02326,technical,0,0,0,0
q02327,technical,0,1,,
q02328,account,0,1,,
q02329,account,1,1,,
q02330,billing,0,1,0,1
q02331,account,0,1,0,1
q02332,billing,1,1,1,1
q02333,billing,1,0,,
q02334,account,1,1,,
q02335,account,1,1,,
q02336,technical,1,0,1,0
q02337,billing,1,1,,
q02338,technical,0,1,,
q02339,account,1,0,,
q02340,technical,0,0,0,0
q02341,account,0,1,,
q02342,billing,1,1,,
q02343,billing,1,0,,
q02344,technical,1,1,,
q02345,billing,0,1,0,1
q02346,billing,0,1,,
q02347,billing,0,1,0,1
q02348,account,0,1,,
q02349,billing,1,0,0,1
q02350,account,1,1,1,1
q02351,billing,1,1,,
q02352,account,0,0,,
q02353,technical,1,1,,
q02354,billing,0,1,,
q02355,billing,0,1,0,1
q02356,technical,1,1,,
q02357,billing,1,1,,
q02358,account,1,1,,
q02359,technical,1,1,,
q02360,billing,1,1,,
q02361,technical,1,0,,
q02362,billing,1,1,,
q02363,technical,0,1,0,1
q02364,account,0,1,,
q02365,billing,0,1,,
q02366,account,1,1,,
q02367,account,0,0,0,0
q02368,billing,1,1,1,1
q02369,technical,1,1,,
q02370,billing,1,1,,
q02371,technical,1,1,,
q02372,account,1,0,,
q02373,billing,0,1,0,1
q02374,account,1,1,,
q02375,technical,0,1,0,1
q02376,billing,1,1,,
q02377,billing,0,1,1,1
q02378,billing,1,0,,
q02379,technical,1,1,1,1
q02380,account,1,1,,
q02381,technical,1,1,1,1
q02382,account,1,1,0,0
q02383,technical,1,1,1,0
q02384,technical,1,1,,
q02385,billing,0,1,0,1
q02386,account,1,1,,
q02387,billing,1,1,1,1
q02388,account,1,1,,
q02389,account,1,1,1,1
q02390,account,0,1,0,1
q02391,billing,1,1,,
q02392,billing,1,0,,
q02393,billing,1,0,,
q02394,billing,0,1,0,1
q02395,technical,0,0,0,0
q02396,account,1,0,,
q02397,billing,1,0,0,0
q02398,account,1,1,0,1
q02399,account,1,1,,
q02400,technical,0,1,0,0
q02401,billing,1,1,,
q02402,account,1,1,,
q02403,billing,1,1,1,1
q02404,technical,0,0,,
q02405,account,1,1,1,1
q02406,account,1,0,,
q02407,technical,0,1,,
q02408,billing,1,1,,
q02409,technical,1,0,,
q02410,technical,1,1,1,1
q02411,technical,1,1,,
q02412,account,1,1,,
q02413,technical,1,0,1,0
q02414,billing,1,0,1,0
q02415,billing,0,1,,
q02416,account,1,1,,
q02417,account,0,1,0,1
q02418,technical,1,1,,
q02419,billing,0,1,,
q02420,billing,1,1,,
q02421,billing,1,1,,
q02422,billing,1,1,,
q02423,account,0,0,1,0
q02424,billing,1,1,,
q02425,billing,1,0,,
q02426,technical,1,0,,
q02427,account,1,1,,
q02428,technical,0,0,,
q02429,billing,1,1,,
q02430,billing,1,1,,
q02431,technical,1,0,,
q02432,account,1,1,1,1
q02433,technical,1,1,,
q02434,billing,1,1,,
q02435,account,1,1,,
q02436,account,0,1,,
q02437,account,0,0,,
q02438,billing,1,1,,
q02439,billing,1,0,1,1
q02440,billing,1,1,,
q02441,account,0,0,,
q02442,billing,0,1,0,1
q02443,billing,1,0,,
q02444,technical,1,1,,
q02445,account,1,1,,
q02446,technical,0,1,1,1
q02447,billing,1,1,,
q02448,account,1,1,0,1
q02449,account,0,1,0,1
q02450,billing,0,1,,
q02451,account,1,1,1,1
q02452,billing,0,0,1,0
q02453,technical,1,0,,
q02454,billing,1,1,,
q02455,technical,1,1,,
q02456,billing,1,1,1,1
q02457,account,0,0,1,0
q02458,technical,1,1,1,1
q02459,billing,0,1,,
q02460,technical,1,0,,
q02461,account,0,1,,
q02462,billing,1,1,,
q02463,billing,1,0,1,0
q02464,account,1,1,0,1
q02465,account,1,1,1,1
q02466,technical,0,1,,
q02467,account,1,1,,
q02468,account,0,1,,
q02469,billing,1,1,,
q02470,billing,1,1,1,1
q02471,billing,1,1,1,0
q02472,billing,1,1,1,1
q02473,billing,1,1,0,1
q02474,billing,0,1,,
q02475,account,1,1,,
q02476,billing,1,0,1,0
q02477,billing,1,1,,
q02478,account,1,1,,
q02479,account,0,0,0,0
q02480,account,1,1,,
q02481,account,1,0,,
q02482,billing,1,1,1,1
q02483,account,1,1,,
q02484,technical,1,1,,
q02485,technical,0,1,,
q02486,technical,0,1,,
q02487,billing,1,1,1,1
q02488,billing,1,1,,
q02489,technical,1,1,,
q02490,account,1,1,,
q02491,technical,0,1,,
q02492,billing,1,0,,
q02493,billing,0,1,,
q02494,billing,0,1,,
q02495,technical,0,0,0,1
q02496,account,0,0,,
q02497,technical,0,1,,
q02498,billing,1,1,1,1
q02499,billing,1,0,,
q02500,account,0,1,0,1
q02501,billing,1,1,,
q02502,billing,1,1,,
q02503,technical,1,1,,
q02504,billing,1,1,,
q02505,account,1,1,,
q02506,account,0,0,0,0
q02507,billing,1,1,1,1
q02508,technical,1,1,,
q02509,technical,1,1,,
q02510,billing,0,1,0,1
q02511,technical,0,1,0,0
q02512,account,0,1,0,1
q02513,technical,1,0,,
q02514,account,0,0,,
q02515,account,1,1,,
q02516,technical,0,1,,
q02517,account,0,1,,
q02518,technical,1,1,1,1
q02519,billing,1,1,1,1
q02520,technical,1,1,,
q02521,billing,1,1,,
q02522,account,0,0,,
q02523,technical,0,1,0,0
q02524,technical,0,1,,
q02525,billing,1,0,,
q02526,billing,1,1,,
q02527,billing,1,1,,
q02528,technical,1,0,,
q02529,billing,0,1,,
q02530,billing,1,1,,
q02531,technical,1,0,,
q02532,account,0,0,,
q02533,account,1,1,1,1
q02534,account,1,1,1,1
q02535,billing,0,0,,
q02536,account,1,0,0,0
q02537,account,1,0,1,0
q02538,account,1,1,1,1
q02539,billing,0,1,,
q02540,account,1,1,1,0
q02541,billing,1,0,,
q02542,technical,1,1,0,0
q02543,billing,1,1,,
q02544,billing,1,1,,
q02545,account,1,1,,
q02546,billing,1,0,,
q02547,billing,0,1,0,1
q02548,account,0,1,,
q02549,billing,0,1,,
q02550,billing,0,1,0,1
q02551,billing,1,1,,
q02552,billing,0,0,0,0
q02553,account,1,1,,
q02554,account,0,0,1,0
q02555,technical,1,1,,
q02556,billing,1,1,,
q02557,technical,1,1,,
q02558,billing,1,1,,
q02559,account,1,1,1,1
q02560,billing,0,1,,
q02561,billing,1,0,1,0
q02562,billing,1,1,0,1
q02563,billing,0,1,0,1
q02564,account,1,1,1,0
q02565,technical,0,0,,
q02566,account,1,1,,
q02567,billing,0,1,,
q02568,billing,1,1,1,0
q02569,billing,0,1,,
q02570,technical,1,1,,
q02571,account,1,0,,
q02572,billing,0,1,,
q02573,technical,0,1,0,0
q02574,billing,1,0,1,0
q02575,account,0,1,1,1
q02576,technical,1,1,1,0
q02577,technical,0,1,,
q02578,technical,1,1,1,1
q02579,technical,1,1,,
q02580,account,1,1,1,1
q02581,billing,0,1,,
q02582,technical,0,0,,
q02583,billing,1,1,,
q02584,account,1,1,,
q02585,technical,1,1,,
q02586,billing,1,1,,
q02587,technical,1,1,,
q02588,billing,1,1,,
q02589,account,1,1,,
q02590,billing,1,1,,
q02591,account,1,1,1,1
q02592,account,1,1,,
q02593,account,1,1,,
q02594,technical,1,0,1,0
q02595,account,0,1,,
q02596,billing,1,1,0,0
q02597,billing,1,0,,
q02598,billing,1,1,0,1
q02599,billing,1,1,1,1
q02600,billing,0,0,0,1
q02601,billing,1,1,,
q02602,account,1,1,,
q02603,billing,0,1,,
q02604,billing,1,1,1,1
q02605,technical,1,0,,
q02606,account,1,0,,
q02607,account,0,1,,
q02608,technical,1,0,,
q02609,technical,1,1,,
q02610,billing,1,1,1,1
q02611,billing,1,1,1,1
q02612,account,0,1,,
q02613,account,1,1,1,1
q02614,billing,1,0,,
q02615,billing,0,1,,
q02616,account,1,1,1,1
q02617,billing,0,1,,
q02618,account,1,1,1,1
q02619,account,1,1,,
q02620,billing,1,0,,
q02621,account,1,0,1,1
q02622,billing,0,1,,
q02623,technical,1,0,,
q02624,billing,0,1,,
q02625,billing,1,1,1,0
q02626,technical,0,1,,
q02627,technical,1,1,1,1
q02628,technical,1,1,1,0
q02629,account,1,1,,
q02630,account,1,1,,
q02631,account,1,1,1,1
q02632,technical,0,0,0,0
q02633,billing,1,1,,
q02634,technical,1,0,0,0
q02635,technical,1,0,1,0
q02636,account,1,1,,
q02637,billing,1,1,1,1
q02638,account,1,0,,
q02639,account,1,1,,
q02640,technical,1,1,,
q02641,technical,1,1,,
q02642,account,0,1,0,1
q02643,billing,0,0,0,1
q02644,billing,0,1,,
q02645,billing,1,0,,
q02646,technical,1,1,1,1
q02647,billing,1,1,,
q02648,account,1,1,,
q02649,billing,0,1,0,1
q02650,billing,1,1,1,1
q02651,account,1,1,1,1
q02652,account,0,1,,
q02653,technical,0,1,0,1
q02654,billing,0,1,,
q02655,technical,1,1,,
q02656,technical,1,1,1,0
q02657,account,1,1,,
q02658,account,0,1,,
q02659,account,0,1,0,1
q02660,account,1,1,1,1
q02661,billing,1,1,,
q02662,technical,1,1,,
q02663,billing,1,1,1,1
q02664,billing,1,1,,
q02665,billing,1,1,,
q02666,billing,1,0,1,0
q02667,billing,1,1,1,1
q02668,account,1,1,,
q02669,technical,1,1,,
q02670,account,0,0,,
q02671,billing,0,1,,
q02672,account,0,1,,
q02673,account,0,1,,
q02674,billing,1,1,,
q02675,billing,1,1,,
q02676,technical,0,1,,
q02677,billing,1,0,,
q02678,account,1,1,,
q02679,billing,1,0,,
q02680,account,0,1,,
q02681,account,1,1,,
q02682,billing,1,1,,
q02683,technical,1,1,1,1
q02684,account,1,1,,
q02685,billing,1,1,,
q02686,account,1,1,,
q02687,technical,1,1,,
q02688,account,1,0,1,0
q02689,billing,1,1,,
q02690,technical,1,1,0,0
q02691,billing,1,1,,
q02692,account,1,1,,
q02693,technical,1,1,,
q02694,account,0,1,1,1
q02695,billing,0,0,,
q02696,technical,1,1,1,1
q02697,technical,1,1,,
q02698,account,1,1,,
q02699,billing,1,1,,
q02700,billing,0,1,,
q02701,technical,1,1,,
q02702,account,0,1,0,1
q02703,billing,0,1,,
q02704,billing,1,1,1,1
q02705,billing,0,1,,
q02706,technical,1,1,,
q02707,billing,0,1,,
q02708,account,0,1,0,1
q02709,billing,0,1,0,1
q02710,technical,1,0,,
q02711,billing,1,1,1,1
q02712,account,1,1,,
q02713,billing,0,1,,
q02714,technical,1,0,,
q02715,billing,1,1,,
q02716,account,1,1,1,1
q02717,technical,1,0,,
q02718,technical,1,1,,
q02719,billing,1,0,,
q02720,technical,1,1,,
q02721,billing,0,1,,
q02722,billing,0,1,,
q02723,account,0,1,,
q02724,technical,0,1,,
q02725,billing,0,0,,
q02726,billing,1,1,,
q02727,technical,1,1,,
q02728,account,1,1,1,1
q02729,billing,0,1,0,1
q02730,billing,1,1,1,1
q02731,technical,1,1,1,1
q02732,account,1,1,,
q02733,billing,0,0,0,1
q02734,technical,1,1,,
q02735,account,1,1,,
q02736,billing,0,1,,
q02737,account,0,1,0,1
q02738,technical,0,1,0,1
q02739,billing,1,1,1,1
q02740,technical,0,1,0,1
q02741,account,1,1,1,0
q02742,account,1,1,1,1
q02743,technical,1,1,,
q02744,account,1,0,1,1
q02745,account,1,1,1,1
q02746,technical,1,1,1,1
q02747,technical,1,1,1,1
q02748,technical,0,1,1,1
q02749,technical,1,1,,
q02750,account,1,1,,
q02751,account,1,1,,
q02752,account,1,1,1,1
q02753,account,0,1,,
q02754,account,0,1,0,1
q02755,billing,0,1,,
q02756,technical,1,0,,
q02757,account,0,1,0,1
q02758,account,1,0,0,0
q02759,billing,1,1,1,1
q02760,account,1,1,1,1
q02761,technical,1,1,,
q02762,account,0,1,,
q02763,billing,1,1,1,1
q02764,billing,1,1,1,1
q02765,account,1,0,,
q02766,billing,1,1,,
q02767,account,0,0,,
q02768,account,1,0,,
q02769,billing,1,1,1,1
q02770,billing,1,1,1,1
q02771,billing,1,1,,
q02772,billing,0,1,0,1
q02773,technical,1,1,,
q02774,technical,0,1,0,0
q02775,billing,1,1,,
q02776,billing,1,1,,
q02777,account,0,0,0,1
q02778,billing,0,1,,
q02779,account,0,1,,
q02780,billing,1,1,1,0
q02781,billing,1,1,1,1
q02782,billing,1,1,,
q02783,billing,0,1,0,1
q02784,account,1,1,1,1
q02785,technical,0,0,,
q02786,billing,1,1,,
q02787,billing,1,1,0,1
q02788,billing,1,1,,
q02789,account,0,0,,
q02790,technical,1,1,,
q02791,billing,0,0,,
q02792,billing,0,1,,
q02793,account,0,0,0,0
q02794,billing,0,1,,
q02795,billing,1,1,,
q02796,billing,0,1,,
q02797,billing,0,1,0,1
q02798,billing,1,1,1,1
q02799,account,0,1,,
q02800,technical,1,0,1,1
q02801,account,1,1,,
q02802,account,1,1,,
q02803,account,0,1,1,1
q02804,billing,0,1,,
q02805,technical,1,1,,
q02806,account,1,1,1,1
q02807,technical,1,0,1,0
q02808,account,0,1,0,1
q02809,technical,0,1,,
q02810,account,0,1,0,1
q02811,billing,0,1,0,1
q02812,account,1,1,0,1
q02813,billing,0,1,,
q02814,account,0,1,,
q02815,account,0,1,0,1
q02816,technical,0,0,,
q02817,billing,1,1,,
q02818,technical,0,1,,
q02819,account,1,1,1,1
q02820,technical,0,0,0,0
q02821,billing,0,0,,
q02822,account,1,1,1,1
q02823,account,1,1,,
q02824,billing,1,1,1,1
q02825,account,1,1,,
q02826,account,1,1,1,1
q02827,account,1,1,,
q02828,technical,1,1,,
q02829,technical,1,1,,
q02830,billing,1,1,,
q02831,billing,0,1,0,1
q02832,billing,1,1,,
q02833,billing,1,1,,
q02834,account,1,1,,
q02835,account,1,0,,
q02836,account,1,0,0,1
q02837,account,0,1,0,1
q02838,billing,0,1,1,1
q02839,technical,1,1,1,0
q02840,account,0,0,,
q02841,billing,1,1,1,1
q02842,billing,1,1,,
q02843,technical,1,1,,
q02844,billing,1,1,,
q02845,billing,1,0,,
q02846,account,0,1,,
q02847,technical,1,1,,
q02848,billing,0,1,0,1
q02849,account,1,1,,
q02850,technical,1,1,1,1
q02851,billing,1,0,,
q02852,technical,1,1,,
q02853,billing,1,1,,
q02854,billing,0,1,,
q02855,technical,0,1,,
q02856,account,0,1,0,1
q02857,technical,0,1,,
q02858,billing,0,1,,
q02859,billing,1,1,1,1
q02860,technical,1,1,,
q02861,billing,0,1,0,1
q02862,billing,1,1,1,1
q02863,billing,0,1,,
q02864,billing,1,1,,
q02865,technical,0,1,0,1
q02866,account,1,1,,
q02867,account,0,1,,
q02868,billing,1,1,,
q02869,account,1,1,,
q02870,account,1,1,1,1
q02871,account,0,1,0,1
q02872,technical,1,1,,
q02873,account,1,0,,
q02874,billing,0,0,,
q02875,billing,1,1,,
q02876,account,1,0,,
q02877,billing,0,0,,
q02878,billing,1,1,1,1
q02879,billing,1,1,1,1
q02880,billing,1,1,,
q02881,account,1,1,,
q02882,billing,1,0,,
q02883,billing,1,1,,
q02884,billing,1,1,1,1
q02885,billing,1,0,,
q02886,billing,0,0,,
q02887,technical,1,1,,
q02888,billing,0,0,0,0
q02889,billing,1,1,,
q02890,billing,1,1,,
q02891,technical,1,1,,
q02892,account,0,1,,
q02893,technical,0,1,0,0
q02894,account,1,1,1,1
q02895,technical,1,1,1,0
q02896,technical,0,0,0,0
q02897,account,1,1,1,1
q02898,technical,0,0,,
q02899,account,1,1,,
q02900,technical,0,1,,
q02901,billing,1,1,,
q02902,technical,1,1,,
q02903,billing,0,0,0,1
q02904,technical,1,1,1,0
q02905,account,1,1,,
q02906,billing,1,1,,
q02907,technical,1,1,,
q02908,billing,0,1,,
q02909,account,1,1,,
q02910,account,1,1,,
q02911,account,1,1,1,1
q02912,account,1,1,1,1
q02913,account,1,0,,
q02914,account,1,1,,
q02915,billing,1,1,1,1
q02916,technical,1,1,1,1
q02917,billing,1,1,,
q02918,technical,1,1,1,0
q02919,technical,1,0,1,0
q02920,technical,1,1,,
q02921,technical,0,1,,
q02922,technical,0,1,0,0
q02923,billing,1,1,1,1
q02924,account,1,0,1,0
q02925,account,1,1,1,1
q02926,billing,1,1,,
q02927,account,0,0,0,0
q02928,account,0,1,0,0
q02929,technical,1,1,,
q02930,technical,0,1,,
q02931,billing,1,1,0,1
q02932,technical,0,1,,
q02933,billing,1,1,,
q02934,technical,1,1,1,1
q02935,billing,1,0,0,1
q02936,account,0,1,,
q02937,billing,0,0,,
q02938,account,0,1,,
q02939,billing,1,1,1,1
q02940,account,1,1,,
q02941,account,0,1,0,1
q02942,billing,0,1,0,1
q02943,account,0,1,,
q02944,billing,0,1,,
q02945,billing,1,1,1,1
q02946,billing,1,1,,
q02947,account,0,1,0,1
q02948,technical,1,1,,
q02949,technical,1,1,,
q02950,technical,1,1,,
q02951,billing,1,0,,
q02952,billing,1,1,1,1
q02953,account,0,0,,
q02954,account,1,1,1,1
q02955,account,0,1,0,0
q02956,account,1,1,,
q02957,billing,1,1,1,1
q02958,technical,1,0,1,0
q02959,billing,1,1,,
q02960,billing,1,1,,
q02961,billing,0,1,,
q02962,technical,1,0,,
q02963,account,1,1,1,1
q02964,account,0,1,,
q02965,billing,0,0,0,1
q02966,technical,0,1,,
q02967,account,1,1,1,1
q02968,billing,0,1,,
q02969,billing,0,1,,
q02970,technical,1,1,,
q02971,account,0,1,0,1
q02972,technical,0,1,0,1
q02973,account,1,0,,
q02974,account,1,1,1,1
q02975,account,1,1,1,1
q02976,technical,1,1,1,0
q02977,account,1,1,1,1
q02978,billing,1,1,1,1
q02979,technical,0,0,,
q02980,billing,1,1,0,1
q02981,account,1,1,,
q02982,account,1,1,1,1
q02983,billing,1,1,,
q02984,billing,1,1,,
q02985,account,0,0,,
q02986,billing,1,1,,
q02987,billing,1,0,,
q02988,billing,1,1,0,0
q02989,account,1,1,1,1
q02990,account,1,1,,
q02991,billing,1,1,1,0
q02992,technical,1,1,,
q02993,billing,1,1,,
q02994,billing,1,1,,
q02995,technical,0,1,,
q02996,technical,1,1,,
q02997,account,1,0,,
q02998,technical,0,1,,
q02999,account,0,1,,
q03000,account,1,1,,
q03001,billing,1,0,,
q03002,account,1,1,1,1
q03003,technical,1,1,,
q03004,account,1,1,1,1
q03005,billing,1,1,,
q03006,billing,1,1,,
q03007,account,0,1,,
q03008,technical,0,1,0,1
q03009,billing,1,1,,
q03010,technical,0,1,0,1
q03011,billing,0,0,,
q03012,billing,1,1,,
q03013,billing,0,1,0,1
q03014,technical,1,1,1,0
q03015,account,1,1,,
q03016,account,1,0,,
q03017,billing,0,1,0,0
q03018,billing,1,1,,
q03019,technical,0,1,,
q03020,technical,1,1,,
q03021,account,1,0,,
q03022,billing,0,1,,
q03023,technical,0,0,,
q03024,account,0,0,0,0
q03025,billing,1,1,,
q03026,account,1,1,,
q03027,account,1,1,,
q03028,account,1,1,,
q03029,billing,1,1,,
q03030,technical,1,1,,
q03031,billing,0,0,,
q03032,technical,1,1,,
q03033,billing,0,1,1,1
q03034,technical,1,0,0,0
q03035,account,1,1,,
q03036,account,1,0,,
q03037,account,1,1,,
q03038,account,1,1,1,1
q03039,billing,0,1,,
q03040,account,1,0,,
q03041,billing,1,0,1,0
q03042,account,1,1,1,1
q03043,account,0,1,,
q03044,account,1,1,1,1
q03045,technical,1,1,,
q03046,billing,1,1,,
q03047,technical,1,1,1,0
q03048,technical,0,0,0,0
q03049,billing,1,1,1,1
q03050,billing,1,1,1,1
q03051,account,1,1,,
q03052,billing,1,1,1,1
q03053,billing,0,1,0,1
q03054,account,1,1,1,1
q03055,technical,1,0,1,0
q03056,technical,1,1,,
q03057,technical,1,1,1,1
q03058,billing,0,1,,
q03059,billing,1,1,,
q03060,billing,1,1,1,0
q03061,billing,1,0,,
q03062,billing,0,0,0,1
q03063,account,0,1,,
q03064,account,0,1,0,1
q03065,billing,0,1,,
q03066,technical,1,1,,
q03067,billing,1,1,1,1
q03068,billing,0,1,,
q03069,technical,0,1,0,0
q03070,billing,0,1,,
q03071,billing,0,1,0,1
q03072,account,0,1,1,0
q03073,technical,0,0,0,0
q03074,billing,0,1,0,1
q03075,account,1,1,,
q03076,billing,0,0,0,0
q03077,account,0,1,,
q03078,billing,1,1,,
q03079,technical,1,1,0,1
q03080,account,0,1,,
q03081,billing,0,1,0,1
q03082,billing,1,1,,
q03083,account,1,1,,
q03084,billing,0,1,0,1
q03085,technical,1,1,1,0
q03086,billing,1,0,,
q03087,technical,1,0,0,0
q03088,billing,1,1,,
q03089,billing,0,1,,
q03090,billing,0,1,,
q03091,technical,1,1,,
q03092,billing,1,0,,
q03093,technical,1,1,1,0
q03094,account,1,1,0,1
q03095,technical,1,1,,
q03096,account,0,0,,
q03097,billing,1,1,1,1
q03098,billing,1,1,,
q03099,account,0,1,,
q03100,billing,0,1,,
q03101,account,1,1,,
q03102,account,1,0,1,0
q03103,account,1,1,,
q03104,technical,1,0,,
q03105,billing,1,0,1,1
q03106,billing,1,1,,
q03107,technical,1,1,,
q03108,billing,1,1,0,1
q03109,technical,1,1,1,0
q03110,billing,1,1,1,1
q03111,billing,1,1,0,1
q03112,account,1,1,,
q03113,billing,1,0,,
q03114,account,0,1,0,1
q03115,account,0,0,,
q03116,billing,1,1,1,1
q03117,billing,1,1,,
q03118,billing,0,1,,
